id,collection,theme,theme_label,subniche,lang,title,description,tags,files
doh_bark_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,I'd Rather Hear My Dog Bark Than People Talk - Pets & Dog Lovers Design,"« I'd Rather Hear My Dog Bark Than People Talk » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, rather, hear, bark, than, people, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_bark_en__dark.png | produits/niches/doh_bark_en__light.png
doh_beklagt_de,niches,pets,Pets & Dog Lovers,dog_over_humans,de,Mein Hund beklagt sich weniger als du - Pets & Dog Lovers (German) Design,"« Mein Hund beklagt sich weniger als du » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, mein, hund, beklagt, sich, weniger, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_beklagt_de__dark.png | produits/niches/doh_beklagt_de__light.png
doh_cancel_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,I'd Cancel Plans for My Dog. Not for You. - Pets & Dog Lovers Design,"« I'd Cancel Plans for My Dog. Not for You. » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, cancel, plans, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_cancel_en__dark.png | produits/niches/doh_cancel_en__light.png
doh_compagnia_it,niches,pets,Pets & Dog Lovers,dog_over_humans,it,Preferisco il mio cane alla tua compagnia - Pets & Dog Lovers (Italian) Design,"« Preferisco il mio cane alla tua compagnia » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, preferisco, cane, alla, compagnia, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_compagnia_it__dark.png | produits/niches/doh_compagnia_it__light.png
doh_company_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,My Dog Is Better Company Than Most Humans - Pets & Dog Lovers Design,"« My Dog Is Better Company Than Most Humans » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, better, company, than, most, humans, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_company_en__dark.png | produits/niches/doh_company_en__light.png
doh_decu_fr,niches,pets,Pets & Dog Lovers,dog_over_humans,fr,Mon chien ne m'a jamais déçu. Les gens si. - Pets & Dog Lovers (French) Design,"« Mon chien ne m'a jamais déçu. Les gens si. » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, chien, jamais, déçu, gens, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_decu_fr__dark.png | produits/niches/doh_decu_fr__light.png
doh_home_for_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,I Go Home Early for My Dog - Pets & Dog Lovers Design,"« I Go Home Early for My Dog » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, home, early, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_home_for_en__dark.png | produits/niches/doh_home_for_en__light.png
doh_inviter_fr,niches,pets,Pets & Dog Lovers,dog_over_humans,fr,Si tu n'aimes pas les chiens Ne me parle pas - Pets & Dog Lovers (French) Design,"« Si tu n'aimes pas les chiens Ne me parle pas » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, n'aimes, chiens, parle, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_inviter_fr__dark.png | produits/niches/doh_inviter_fr__light.png
doh_judge_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,My Dog Doesn't Judge That's Why I Prefer Him - Pets & Dog Lovers Design,"« My Dog Doesn't Judge That's Why I Prefer Him » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, doesn't, judge, that's, prefer, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_judge_en__dark.png | produits/niches/doh_judge_en__light.png
doh_juge_fr,niches,pets,Pets & Dog Lovers,dog_over_humans,fr,Mon Chien Ne Me Juge Pas Les Humains Si - Pets & Dog Lovers (French) Design,"« Mon Chien Ne Me Juge Pas Les Humains Si » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, chien, juge, humains, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_juge_fr__dark.png | produits/niches/doh_juge_fr__light.png
doh_kenn_de,niches,pets,Pets & Dog Lovers,dog_over_humans,de,Je mehr Menschen ich kenne Desto mehr liebe ich meinen Hund - Pets & Dog Lovers (German) Design,"« Je mehr Menschen ich kenne Desto mehr liebe ich meinen Hund » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, mehr, menschen, kenne, desto, liebe, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_kenn_de__dark.png | produits/niches/doh_kenn_de__light.png
doh_ladridos_es,niches,pets,Pets & Dog Lovers,dog_over_humans,es,Prefiero los ladridos de mi perro a tu conversación - Pets & Dog Lovers (Spanish) Design,"« Prefiero los ladridos de mi perro a tu conversación » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, prefiero, ladridos, perro, conversación, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_ladridos_es__dark.png | produits/niches/doh_ladridos_es__light.png
doh_let_down_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,My Dog Never Let Me Down People Do - Pets & Dog Lovers Design,"« My Dog Never Let Me Down People Do » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, never, down, people, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_let_down_en__dark.png | produits/niches/doh_let_down_en__light.png
doh_mas_conozco_es,niches,pets,Pets & Dog Lovers,dog_over_humans,es,Cuanto más conozco a la gente Más quiero a mi perro - Pets & Dog Lovers (Spanish) Design,"« Cuanto más conozco a la gente Más quiero a mi perro » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, cuanto, conozco, gente, quiero, perro, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_mas_conozco_es__dark.png | produits/niches/doh_mas_conozco_es__light.png
doh_meinung_de,niches,pets,Pets & Dog Lovers,dog_over_humans,de,Lieber mein Hund als deine Meinung - Pets & Dog Lovers (German) Design,"« Lieber mein Hund als deine Meinung » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, lieber, mein, hund, deine, meinung, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_meinung_de__dark.png | produits/niches/doh_meinung_de__light.png
doh_more_i_know_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,The More I Know People The More I Love My Dog - Pets & Dog Lovers Design,"« The More I Know People The More I Love My Dog » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, more, know, people, love, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_more_i_know_en__dark.png | produits/niches/doh_more_i_know_en__light.png
doh_nach_hause_de,niches,pets,Pets & Dog Lovers,dog_over_humans,de,Ich gehe nach Hause Mein Hund wartet - Pets & Dog Lovers (German) Design,"« Ich gehe nach Hause Mein Hund wartet » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, gehe, nach, hause, mein, hund, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_nach_hause_de__dark.png | produits/niches/doh_nach_hause_de__light.png
doh_party_en,niches,pets,Pets & Dog Lovers,dog_over_humans,en,"No Thanks, I'm Going to Be with My Dog - Pets & Dog Lovers Design","« No Thanks, I'm Going to Be with My Dog » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, thanks, going, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_party_en__dark.png | produits/niches/doh_party_en__light.png
doh_persone_it,niches,pets,Pets & Dog Lovers,dog_over_humans,it,Più conosco le persone Più amo il mio cane - Pets & Dog Lovers (Italian) Design,"« Più conosco le persone Più amo il mio cane » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, conosco, persone, cane, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_persone_it__dark.png | produits/niches/doh_persone_it__light.png
doh_planes_es,niches,pets,Pets & Dog Lovers,dog_over_humans,es,Cancelo planes por mi perro. No por ti. - Pets & Dog Lovers (Spanish) Design,"« Cancelo planes por mi perro. No por ti. » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, cancelo, planes, perro, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_planes_es__dark.png | produits/niches/doh_planes_es__light.png
doh_plus_je_connais_fr,niches,pets,Pets & Dog Lovers,dog_over_humans,fr,Plus je connais les gens Plus j'aime mon chien - Pets & Dog Lovers (French) Design,"« Plus je connais les gens Plus j'aime mon chien » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, connais, gens, j'aime, chien, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_plus_je_connais_fr__dark.png | produits/niches/doh_plus_je_connais_fr__light.png
doh_rentrer_fr,niches,pets,Pets & Dog Lovers,dog_over_humans,fr,Je veux rentrer pour voir mon chien - Pets & Dog Lovers (French) Design,"« Je veux rentrer pour voir mon chien » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, veux, rentrer, voir, chien, dog over humans, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/doh_rentrer_fr__dark.png | produits/niches/doh_rentrer_fr__light.png
dw_best_human_en,niches,pets,Pets & Dog Lovers,dog_wit,en,My Dog Thinks I'm the Best Person Low Bar. I'll Take It. - Pets & Dog Lovers Design,"« My Dog Thinks I'm the Best Person Low Bar. I'll Take It. » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, thinks, best, person, i'll, take, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_best_human_en__dark.png | produits/niches/dw_best_human_en__light.png
dw_could_talk_en,niches,pets,Pets & Dog Lovers,dog_wit,en,If My Dog Could Talk He'd Tell You to Stop Barking - Pets & Dog Lovers Design,"« If My Dog Could Talk He'd Tell You to Stop Barking » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, could, talk, he'd, tell, stop, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_could_talk_en__dark.png | produits/niches/dw_could_talk_en__light.png
dw_hund_de,niches,pets,Pets & Dog Lovers,dog_wit,de,Ich dachte ich erziehe meinen Hund Er hat mich erzogen - Pets & Dog Lovers (German) Design,"« Ich dachte ich erziehe meinen Hund Er hat mich erzogen » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, dachte, erziehe, meinen, hund, mich, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_hund_de__dark.png | produits/niches/dw_hund_de__light.png
dw_maitre_fr,niches,pets,Pets & Dog Lovers,dog_wit,fr,Je croyais dresser mon chien C'est lui qui m'a dressé - Pets & Dog Lovers (French) Design,"« Je croyais dresser mon chien C'est lui qui m'a dressé » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, croyais, dresser, chien, c'est, dressé, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_maitre_fr__dark.png | produits/niches/dw_maitre_fr__light.png
dw_meilleur_ami_fr,niches,pets,Pets & Dog Lovers,dog_wit,fr,Mon chien est mon meilleur ami Il ne me le dit pas mais c'est réciproque - Pets & Dog Lovers (French) Design,"« Mon chien est mon meilleur ami Il ne me le dit pas mais c'est réciproque » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, chien, meilleur, c'est, réciproque, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_meilleur_ami_fr__dark.png | produits/niches/dw_meilleur_ami_fr__light.png
dw_parler_fr,niches,pets,Pets & Dog Lovers,dog_wit,fr,Si mon chien pouvait parler c'est lui qui te dirait d'arrêter d'aboyer - Pets & Dog Lovers (French) Design,"« Si mon chien pouvait parler c'est lui qui te dirait d'arrêter d'aboyer » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, chien, pouvait, parler, c'est, dirait, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_parler_fr__dark.png | produits/niches/dw_parler_fr__light.png
dw_patron_fr,niches,pets,Pets & Dog Lovers,dog_wit,fr,Mon chien a plus de sens commun que la plupart des gens que je connais - Pets & Dog Lovers (French) Design,"« Mon chien a plus de sens commun que la plupart des gens que je connais » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, chien, sens, commun, plupart, gens, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_patron_fr__dark.png | produits/niches/dw_patron_fr__light.png
dw_perro_es,niches,pets,Pets & Dog Lovers,dog_wit,es,Pensé que lo adiestraba Me adestro a mí - Pets & Dog Lovers (Spanish) Design,"« Pensé que lo adiestraba Me adestro a mí » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, pensé, adiestraba, adestro, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_perro_es__dark.png | produits/niches/dw_perro_es__light.png
dw_trained_me_en,niches,pets,Pets & Dog Lovers,dog_wit,en,I Thought I Was Training Him He Was Training Me - Pets & Dog Lovers Design,"« I Thought I Was Training Him He Was Training Me » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, thought, training, dog wit, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dw_trained_me_en__dark.png | produits/niches/dw_trained_me_en__light.png
dx_ivdd_en,niches,pets,Pets & Dog Lovers,dachshund,en,IVDD Aware My Wiener Is Worth It - Pets & Dog Lovers Design,"« IVDD Aware My Wiener Is Worth It » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, ivdd, aware, wiener, worth, dachshund, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dx_ivdd_en__dark.png | produits/niches/dx_ivdd_en__light.png
dx_long_short_en,niches,pets,Pets & Dog Lovers,dachshund,en,Long Dog Short Fuse - Pets & Dog Lovers Design,"« Long Dog Short Fuse » en typographie minimaliste et percutante. Un design pour les maîtres d'animaux. Idée cadeau parfaite, à porter ou offrir. Disponible sur t-shirt, sweat, sticker, mug, tote bag, poster et plus. #pets #typographie","dog mom, pet lover, dog dad, reptile, animal parent, long, short, fuse, dachshund, pets & dog lovers, funny shirt, typography, minimalist, aesthetic, gift idea, trendy design, statement tee, for men, for women",produits/niches/dx_long_short_en__dark.png | produits/niches/dx_long_short_en__light.png
